Business Name,Address,City,State,Zip Code,Business Type,IT Type,Business Description,Year Established,Website,Longitude,Latitude,Location
Groundhog Technologies Inc.,1 Broadway,Cambridge,MA,02142,Technology,"Analytics, Big Data, Information Technology, Software, Telecommunications","Groundhog Technologies is a leading global provider of Geo-CEM, Geo-Analytics, and Geo-Targeting for mobile operators.",01/01/2001 12:00:00 AM,http://www.ghtinc.com,-71.0836106,42.3629237,POINT (-71.0836106 42.3629237)
Ocular Technologies,625 Mt Auburn St,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device, Professional Services, Wellness",Ocular Technologies develops an integrated ocular telemedicine solution to improve access to eye doctors.,01/01/2018 12:00:00 AM,http://oculartechnologies.io/,-71.1473404,42.3754609,POINT (-71.1473404 42.3754609)
Strand Therapeutics,840 Memorial Dr,Cambridge,MA,02139,Life Sciences,"Biotechnology, Life Science, Pharmaceutical, Therapeutics",Strand Therapeutics is a biopharmaceutical company applying synthetic biology to RNA therapeutics to develop single dose mRNA treatments.,01/01/2017 12:00:00 AM,https://www.strandtx.com/,-71.1150032,42.3631273,POINT (-71.1150032 42.3631273)
Hunterian Medicine,10 Ware St,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care",Hunterian Medicine is a biotech company that develops cures for a vast number of genetic diseases where no FDA approved therapies exist.,01/01/2016 12:00:00 AM,http://hunterian.com/,-71.1134255,42.3728349,POINT (-71.1134255 42.3728349)
Tor Project,7 Temple St,Cambridge,MA,02139,Technology,"Government, Information Technology, Location Based Services, Messaging, Network Security, Privacy, Project Management, Security, Software",Tor is a network of virtual tunnels that allows people and groups to improve their privacy and security on the Internet.,09/20/2002 12:00:00 AM,https://www.torproject.org/,-71.1043139,42.3666859,POINT (-71.1043139 42.3666859)
Janus Biotherapeutics,150 Cambridgepark Dr Suite 900,Cambridge,MA,02140,Life Sciences,"Biotechnology, Pharmaceutical, Therapeutics","Janus Biotherapeutics, an autoimmunity therapeutics company, develops orally available compounds for the treatment of autoimmune diseases.",01/01/2010 12:00:00 AM,http://janusbio.com,-71.1461102,42.3944398,POINT (-71.1461102 42.3944398)
HelixNano,45 Prospect St,Cambridge,MA,02139,Technology,"Artificial Intelligence (AI), Biotechnology, Genetics, Health Care",Helix Nanotechnologies uses artificial intelligence to help cure genetic diseases.,01/01/2013 12:00:00 AM,http://helixnano.com/,-71.1036825,42.3665086,POINT (-71.1036825 42.3665086)
InVivo Therapeutics,1 Kendall Square # B14402,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Medical Device, Therapeutics",InVivo Therapeutics is a medical device company focused on developing restoration treatments for patients with spinal cord-injuries.,01/01/2005 12:00:00 AM,http://www.invivotherapeutics.com,-71.0901213,42.3673039,POINT (-71.0901213 42.3673039)
Next Pet,368 Huron Ave,Cambridge,MA,02138,Technology,"Information Technology, Pet, Software","Next Pet helps municipalities to build a healthier, safer, and smarter pet community.",10/01/2015 12:00:00 AM,https://nextpetls.com/,-71.1390654,42.3809846,POINT (-71.1390654 42.3809846)
Convergent Therapeutics,1218 Massachusetts Ave Suite 200,Cambridge,MA,02138,Life Sciences,"Health Care, Medical, Pharmaceutical",Convergent Therapeutics is a pharmaceutical company that focuses on developing radiopharmaceutical therapies for prostate cancer.,01/01/2021 12:00:00 AM,https://convergentrx.com,-71.1155477,42.3719861,POINT (-71.1155477 42.3719861)
CoreStreet,125 Cambridgepark Dr,Cambridge,MA,02140,Technology,"Enterprise Applications, Government, Hardware, Identity Management, Information Technology, Internet, Mobile, Security, Software",CoreStreet is a computer software.,01/01/2001 12:00:00 AM,http://www.corestreet.com,-71.1457992,42.3952207,POINT (-71.1457992 42.3952207)
Generation Bio,301 Binney St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Genetics, Health Care",Generation Bio is a biotechnology company that develops genetic medicines to treat genetic disorders.,01/01/2016 12:00:00 AM,https://generationbio.com,-71.0873814,42.3666656,POINT (-71.0873814 42.3666656)
Factor Bioscience,1035 Cambridge St STE 17B,Cambridge,MA,02141,Life Sciences,Biotechnology,Factor Bioscience is building the future of regenerative medicine by targeting and repairing the molecular origins of disease.,01/01/2011 12:00:00 AM,http://factorbio.com/,-71.0935517,42.3735311,POINT (-71.0935517 42.3735311)
Array Insights,185 Alewife Brook Pkwy Ste 210,Cambridge,MA,02138,Technology,"Artificial Intelligence (AI), Consulting, Information Services, Information Technology",Array Insights is an IT firm that specializes in artificial intelligence driven solutions for managing patient and caregiver stories.,01/01/2017 12:00:00 AM,https://arrayinsights.com/,-71.1423026,42.3906853,POINT (-71.1423026 42.3906853)
Droplette,750 Main St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Cosmetics, Health Care, Therapeutics, Wellness",Droplette is a needle-free and hand-held device that delivers large molecules deep through skin.,01/01/2017 12:00:00 AM,https://droplette.io/,-71.0962734,42.3627993,POINT (-71.0962734 42.3627993)
Arctic Fox Biomedical,44 Brattle St,Cambridge,MA,02138,Life Sciences,Biotechnology,Arctic Fox Biomedical enables the control of fat cells for aesthetic and therapeutic applications.,01/01/2016 12:00:00 AM,http://www.arcticfoxinc.com,-71.1216541,42.3739111,POINT (-71.1216541 42.3739111)
ContextLabs,222 Third St,Cambridge,MA,02142,Technology,"Analytics, Artificial Intelligence (AI), Data Visualization, Enterprise Software, Information Technology, Internet, Machine Learning",ContextLabs provides enterprise platform solutions that deliver trust and transparency for the digital and physical worlds.,01/01/2012 12:00:00 AM,https://www.contextlabs.com/,-71.081001,42.3670575,POINT (-71.081001 42.3670575)
Arbor Biotechnologies,20 Acorn Park Dr Tower 500,Cambridge,MA,02140,Life Sciences,"Biopharma, Biotechnology, Life Science",Arbor Biotechnologies is an operator of a bio-discovery company intended to provide human diagnostic development services.,01/01/2016 12:00:00 AM,https://arbor.bio/,-71.1478729,42.3982741,POINT (-71.1478729 42.3982741)
Rodin Therapeutics,35 Cambridgepark Dr Suite 300,Cambridge,MA,02140,Life Sciences,"Biotechnology, Health Care, Therapeutics",Rodin Therapeutics develops novel therapeutics for neurological disorders by applying insights of epigenetics.,01/01/2013 12:00:00 AM,http://rodintherapeutics.com,-71.1435055,42.3948758,POINT (-71.1435055 42.3948758)
Surface Oncology,50 Hampshire St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Life Science, Oncology",Surface Oncology develops next-generation cancer immunotherapy treatments based on proprietary discoveries.,01/01/2014 12:00:00 AM,http://www.surfaceoncology.com,-71.09295,42.3667048,POINT (-71.09295 42.3667048)
Algo Depth,618 Cambridge St,Cambridge,MA,02141,Technology,"Machine Learning, Software",Quantitative consulting and hedge fund using state of the art techniques.,01/01/2016 12:00:00 AM,https://www.algodepth.com/,-71.0866438,42.3717526,POINT (-71.0866438 42.3717526)
Nocion Therapeutics,40 Erie St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Medical",Nocion Therapeutics is a developer of novel pharmaceuticals intended to treat the conditions arising from neurogenic inflammation.,01/01/2017 12:00:00 AM,https://www.nociontx.com/,-71.1046535,42.3573511,POINT (-71.1046535 42.3573511)
Akashi Therapeutics,245 First St,Cambridge,MA,02142,Life Sciences,"Biopharma, Biotechnology, Health Care, Therapeutics",Akashi Therapeutics is a clinical stage biopharmaceutical company.,01/01/2012 12:00:00 AM,http://akashirx.com,-71.0790258,42.363518,POINT (-71.0790258 42.363518)
Imara,700 Technology Square 3rd floor,Cambridge,MA,02139,Life Sciences,"Biopharma, Biotechnology, Genetics, Health Care, Therapeutics",Imara is provider of novel therapeutics for the people living with sickle cell disease and hemoglobinopathies.,01/01/2015 12:00:00 AM,http://www.imaratx.com,-71.092749,42.3640186,POINT (-71.092749 42.3640186)
InsideTracker,1 Broadway,Cambridge,MA,02142,Technology,"Analytics, Biotechnology, Fitness, Health Care, Wellness",InsideTracker features its platform that analyzes and tracks key biochemical and physiological markers.,06/01/2009 12:00:00 AM,http://insideTracker.com,-71.0835375,42.3627822,POINT (-71.0835375 42.3627822)
OmniLync,750 Main St,Cambridge,MA,02139,Technology,"Advertising, Analytics, Digital Marketing, Retail Technology, Software",OmniLync enables SMB Retailers and the evolving retail ecosystem with digital marketing.,01/01/2011 12:00:00 AM,http://www.omnilync.com,-71.0962734,42.3627993,POINT (-71.0962734 42.3627993)
EnBiotix,186 Alewife Brook Pkwy Suite #1135,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Pharmaceutical","EnBiotix advances front-line labeled products for chronic, recurrent, and life-threatening pulmonary infections.",01/01/2012 12:00:00 AM,http://enbiotix.com/,-71.1407963,42.390252,POINT (-71.1407963 42.390252)
Weft,32 Pearl St,Cambridge,MA,02139,Technology,"Analytics, Big Data, CRM, Enterprise Software, Logistics, Predictive Analytics, SaaS",Unified Logistics Intelligence Platform,04/01/2013 12:00:00 AM,http://weft.io,-71.1031756,42.3639769,POINT (-71.1031756 42.3639769)
TenSixty BioSciences,75 Sidney St 4th Floor,Cambridge,MA,02139,Life Sciences,"Biotechnology, Life Science",TenSixty BioSciences' goal is to identify novel small molecule therapeutics made possible by combining high throughput experiments.,01/01/2021 12:00:00 AM,http://www.tensixty.bio/,-71.1022842,42.3615089,POINT (-71.1022842 42.3615089)
Modit,26 Church St,Cambridge,MA,02138,Technology,"Developer Tools, PaaS, Project Management, SaaS, Software",A collaboration platform for staging and reviewing live development,11/01/2013 12:00:00 AM,https://mod.it,-71.1200058,42.3742658,POINT (-71.1200058 42.3742658)
Inivata,1684 Massachusetts Ave,Cambridge,MA,02138,Life Sciences,"Biotechnology, Genetics, Health Care, Medical Device",Inivata is a clinical cancer genomics company harnessing the emerging potential of circulating DNA analysis.,01/01/2014 12:00:00 AM,http://www.inivata.com/,-71.1199477,42.382574,POINT (-71.1199477 42.382574)
Inari,1 Kendall Square,Cambridge,MA,02139,Life Sciences,"Agriculture, AgTech, Biotechnology, Sustainability",Inari is a biotechnology company that aims to transform agriculture and its impact on society and the environment.,01/01/2016 12:00:00 AM,http://www.inari.com,-71.0907955,42.367206,POINT (-71.0907955 42.367206)
Eikonizo Therapeutics,763E Concord Ave,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Pharmaceutical",Eikonizo Therapeutics is a biopharmaceutical company.,01/01/2017 12:00:00 AM,https://www.eikonizo.com/,-71.1525775,42.3926701,POINT (-71.1525775 42.3926701)
DataPower Technology,125 Cambridgepark Dr Suite 301,Cambridge,MA,02140,Technology,"Security, Software",DataPower Technology offers solutions for processing XML that provides a format for structuring data.,01/01/1999 12:00:00 AM,,-71.1457764,42.3952261,POINT (-71.1457764 42.3952261)
Cellay,100 Inman St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Manufacturing, Medical",Cellay manufactures and markets Same Day OligoFISHÂ® Probes as analyte specific reagents (ASRs) for chromosome enumeration.,01/01/2009 12:00:00 AM,http://cellayinc.com,-71.1013357,42.3717267,POINT (-71.1013357 42.3717267)
Thrive Earlier Detection,222 Jacobs St,Cambridge,MA,02141,Life Sciences,"Biotechnology, Health Care, Health Diagnostics, Medical",Thrive Earlier Detection is a healthcare company that integrates earlier cancer detection into routine medical care.,05/30/2019 12:00:00 AM,https://thrivedetect.com/,-71.074307,42.3723945,POINT (-71.074307 42.3723945)
K'IT Design,1045 Massachusetts Ave,Cambridge,MA,02138,Technology,"Information and Communications Technology (ICT), Mobile Devices, Software","Kâ€™IT vision is that the introduction of new technologies, such as smartphones, created new needs and new forms of awareness.",01/01/2012 12:00:00 AM,http://sloan.mit.edu,-71.1126553,42.3700648,POINT (-71.1126553 42.3700648)
Agios Pharmaceuticals,88 Sidney St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Medical, Pharmaceutical",Agios Pharmaceuticals is a biopharmaceutical company discovers and develops therapeutics in the field of cancer metabolism.,01/01/2008 12:00:00 AM,https://www.agios.com,-71.1020525,42.3604921,POINT (-71.1020525 42.3604921)
SmartPharm Therapeutics,650 E Kendall St,Cambridge,MA,02142,Life Sciences,"Biopharma, Biotechnology, Developer Platform, Health Care, Medical",SmartPharm Therapeutics is a second-generation gene-encoded therapeutics company.,01/01/2017 12:00:00 AM,https://smartpharmtx.com/,-71.0811054,42.3645154,POINT (-71.0811054 42.3645154)
Kensho,44 Brattle St,Cambridge,MA,02138,Technology,"Analytics, Cloud Data Services, Generative AI, Machine Learning, Software","Kensho is an artificial intelligence company that combines natural language search, graphical user interfaces, and secure cloud computing.",05/01/2013 12:00:00 AM,https://kensho.com,-71.121612,42.3739147,POINT (-71.121612 42.3739147)
Sun Catalytix,2067 Massachusetts Ave Suite 540,Cambridge,MA,02140,Technology,"Energy, Renewable Energy, Solar, Water",Sun Catalytix is an early-stage renewable energy startup that aims to combine sunlight and water to provide affordable solar energy.,01/01/2008 12:00:00 AM,http://www.suncatalytix.com,-71.1228954,42.3915915,POINT (-71.1228954 42.3915915)
Diesel Labs,288 Norfolk St,Cambridge,MA,02139,Technology,"Analytics, Information Technology, Media and Entertainment",Diesel Labs provides data solutions to media companies and how to measure success.,01/01/2016 12:00:00 AM,https://diesellabs.com/,-71.0972725,42.3712564,POINT (-71.0972725 42.3712564)
Biogen,225 Binney St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Neuroscience, Therapeutics","Biogen is an American biotechnology company that provides therapeutics for neurological, autoimmune, and rare diseases.",01/01/1978 12:00:00 AM,https://www.biogen.com/en_us/home.html,-71.0858587,42.3662715,POINT (-71.0858587 42.3662715)
Ceretype Neuromedicine,1493 Cambridge St,Cambridge,MA,02139,Technology,"Biotechnology, Health Care, Life Science, Machine Learning, Medical",Ceretype Neuromedicine is a next-generation fMRI brain biomarker platform to improve drug discovery and patient care in neuropsychiatry,01/01/2020 12:00:00 AM,http://ceretype.com/,-71.1042804,42.3748024,POINT (-71.1042804 42.3748024)
Myeloid Therapeutics,300 Technology Square,Cambridge,MA,02139,Life Sciences,"Biotechnology, Life Science, Therapeutics",Myeloid Therapeutics is a clinical stage mRNA-immunotherapy company developing novel therapies for cancer and autoimmune diseases.,01/01/2019 12:00:00 AM,https://www.myeloidtx.com,-71.0915564,42.3636275,POINT (-71.0915564 42.3636275)
Alnylam Pharmaceuticals,675 W Kendall St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Medical, Pharmaceutical, Therapeutics","Alnylam Pharmaceuticals is a biopharmaceutical company focused on the discovery, development and commercialization.",01/01/2002 12:00:00 AM,http://www.alnylam.com,-71.0819623,42.3646514,POINT (-71.0819623 42.3646514)
High Q Imaging,21 Erie St,Cambridge,MA,02139,Life Sciences,"3D Technology, Biotechnology, Health Care, Medical, Virtual Reality","HQI builds a low-cost, portable MRI that aims to substantially reduce the price of medical imaging through newly developed technology.",,http://www.highqimaging.com/,-71.1035377,42.3580475,POINT (-71.1035377 42.3580475)
Empress Therapeutics,150 Cambridgepark Dr,Cambridge,MA,02140,Life Sciences,"Biotechnology, Medical, Product Research",Empress Therapeutics is to generate transformative drug candidates that get to the clinic faster and cheaper.,01/01/2022 12:00:00 AM,http://www.empresstx.com,-71.1461188,42.3944332,POINT (-71.1461188 42.3944332)
GO Therapeutics,750 Main St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Oncology, Pharmaceutical",A new generation of cancer immunotherapy promise to change the paradigm of cancer treatment.,01/01/2014 12:00:00 AM,http://www.gotherapeutics.com/,-71.0962734,42.3627993,POINT (-71.0962734 42.3627993)
Decoy Therapeutics,767 Concord Ave,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Therapeutics",Decoy Therapeutics is a preclinical stage biotech company.,01/01/2020 12:00:00 AM,https://decoytx.com,-71.1533349,42.3929502,POINT (-71.1533349 42.3929502)
Robigo,325 Vassar St,Cambridge,MA,02139,Life Sciences,"Agriculture, Biotechnology, Environmental Engineering",Robigo is a biomanufacturing company engineering microbes to create more sustainable crop protection solutions.,01/01/2021 12:00:00 AM,https://www.robigo.bio/,-71.1057469,42.355055,POINT (-71.1057469 42.355055)
Variagenics,61 Moulton St,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Medical Device, Pharmaceutical",Variagenics develops and commercializes proprietary gene variance detection technology to streamline drug development.,01/01/1992 12:00:00 AM,https://variagenics.com,-71.14832,42.3915351,POINT (-71.14832 42.3915351)
Matchpoint Therapeutics,238 Main St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Medical, Pharmaceutical","Matchpoint Therapeutics is a biotechnology company that integrates chemoproteomics, ML, and covalent chemistry to treat serious illnesses.",01/01/2021 12:00:00 AM,https://matchpointtx.com/,-71.0845331,42.3621548,POINT (-71.0845331 42.3621548)
Relevant Technologies,17 Inman St,Cambridge,MA,02139,Technology,"Computer, Industrial, Software",Relevant Technologies provides private equity software.,01/01/1986 12:00:00 AM,http://www.relevant-tech.com,-71.1049311,42.3676605,POINT (-71.1049311 42.3676605)
Totus Medicines,250 Massachusetts Ave,Cambridge,MA,02139,Life Sciences,"Biopharma, Biotechnology, Medical",Totus Medicines employs uses AI/ML and innovative DNA-encoded covalent library tech to discover small molecule medicines.,01/01/2020 12:00:00 AM,https://www.totusmedicines.com,-71.0981572,42.3613789,POINT (-71.0981572 42.3613789)
Biobot Analytics,501 Massachusetts Ave,Cambridge,MA,02139,Technology,"Analytics, Big Data, Biotechnology, Health Care, Information Services, Water","Biobot Analytics turns wastewater systems into health observatories, using wastewater data to enhance community health.",01/01/2017 12:00:00 AM,http://www.biobot.io,-71.1014772,42.3642911,POINT (-71.1014772 42.3642911)
Databox,1 Broadway,Cambridge,MA,02142,Technology,"Big Data, Business Development, Business Information Systems, Business Intelligence, Data Visualization, Digital Marketing, Mobile, SaaS, Small and Medium Businesses, Software",Databox is an application that operates as a personal data assistant for businesses.,01/01/2011 12:00:00 AM,http://databox.com,-71.0835375,42.3627822,POINT (-71.0835375 42.3627822)
RootPath Genomics,725 Concord Ave # 4200,Cambridge,MA,02138,Life Sciences,"Biotechnology, Precision Medicine",RootPath Genomics is a biotechnology company developing a powerful personalized T cell therapy platform that bridges precision medicine.,01/01/2017 12:00:00 AM,https://www.rootpath.com/,-71.1524544,42.3908479,POINT (-71.1524544 42.3908479)
Cignifi,450 Water St,Cambridge,MA,02141,Technology,"Big Data, Credit, Emerging Markets, FinTech, Mobile, Telecommunications",Cignifi uses mobile behavior data in emerging markets to deliver credit scores and marketing tools to telecom and financial companies.,01/01/2010 12:00:00 AM,http://www.cignifi.com,-71.071776,42.372164,POINT (-71.071776 42.372164)
EverVest,1100 Massachusetts Ave 5TH FLOOR,Cambridge,MA,02138,Technology,"Analytics, Financial Services, FinTech, Information Technology, Software",EverVest provides financial risk analysis and cash flow modeling software to renewable energy investors.,01/01/2014 12:00:00 AM,http://www.evervest.co/,-71.113689,42.370425,POINT (-71.113689 42.370425)
Bilayer Therapeutics,281 Albany St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Life Science, Therapeutics",Bilayer Therapeutics is a biotech company that develops a first-in-class therapeutic for constipation and other diseases of the colon.,01/01/2020 12:00:00 AM,https://bilayer-therapeutics.com/,-71.1030814,42.3578215,POINT (-71.1030814 42.3578215)
Newmetrix,101 Main St,Cambridge,MA,02142,Technology,"Artificial Intelligence (AI), Computer, Machine Learning, Software Engineering",Newmetrix develops a cloud-based video management platform to reduce jobsite risk with the power of human and artificial intelligence.,01/01/2015 12:00:00 AM,https://www.newmetrix.com,-71.0817882,42.3622931,POINT (-71.0817882 42.3622931)
AVEO Oncology,75 Sidney St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Medical, Pharmaceutical, Therapeutics",AVEO is a biopharmaceutical company that offers drug development strategies for targeted cancer therapeutics.,01/01/2001 12:00:00 AM,http://www.aveooncology.com,-71.1022477,42.361498,POINT (-71.1022477 42.361498)
Merrimack,1 Broadway,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Pharmaceutical",Merrimack is a biopharmaceutical company that designs and develops medicines to treat cancer.,01/01/2000 12:00:00 AM,https://www.merrimack.com,-71.0835215,42.3628496,POINT (-71.0835215 42.3628496)
Ligon Discovery,85 Bolton St,Cambridge,MA,02140,Life Sciences,"Biotechnology, Health Care, Medical, Oncology",Ligon Discovery identifies drugs in the fields of oncology and coagulation disorders using small molecule microarray screening technology.,01/01/2007 12:00:00 AM,,-71.1307334,42.3901692,POINT (-71.1307334 42.3901692)
Telis Bioscience,750 Main St,Cambridge,MA,02139,Life Sciences,Biotechnology,Telis Bioscience is a venture-backed biotechnology firm that develops protein therapeutics.,01/01/2019 12:00:00 AM,http://telisbio.com/,-71.0962734,42.3627993,POINT (-71.0962734 42.3627993)
Elemind Technologies,185 Alewife Brook Pkwy #401,Cambridge,MA,02138,Life Sciences,"Consumer Electronics, Health Care, Life Science",Elemind Technologies is a neurotechnology company that shapes brainwaves and changes brain states using novel neuromodulation techniques.,01/01/2019 12:00:00 AM,http://elemindtech.com,-71.1425219,42.3904981,POINT (-71.1425219 42.3904981)
Relay Therapeutics,399 Binney St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Therapeutics",Relay therapeutics is a developer of an allosteric drug-discovery platform intended to apply computational techniques to protein motion.,01/01/2016 12:00:00 AM,http://relaytx.com/,-71.0902826,42.3676064,POINT (-71.0902826 42.3676064)
Lysosomal Therapeutics,100 Binney St UNIT 600,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Therapeutics",Lysosomal Therapeutics deliver cures for neurodegenerative diseases.,01/01/2011 12:00:00 AM,http://lysosomaltx.com,-71.080809,42.3653473,POINT (-71.080809 42.3653473)
Quantifai,955 Massachusetts Ave #253,Cambridge,MA,02139,Technology,"Customer Service, Machine Learning, Productivity Tools",Quantifai is a machine learning platform that assists scale customer success by solving problems.,01/01/2019 12:00:00 AM,https://quantif.ai,-71.1099047,42.3691304,POINT (-71.1099047 42.3691304)
Vaxess Technologies,359 Allston St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Medical",Vaxess Technologies engages in developing biomedical innovations with a focus on improving access to vaccines.,07/01/2012 12:00:00 AM,http://www.vaxess.com,-71.1130542,42.3616364,POINT (-71.1130542 42.3616364)
MIT-IBM Watson AI Lab,314 Main St,Cambridge,MA,02142,Technology,"Artificial Intelligence (AI), Machine Learning, Software, Software Engineering",MIT-IBM Watson AI Lab focuses on fundamental artificial intelligence research.,01/01/2017 12:00:00 AM,http://mitibmwatsonailab.mit.edu/,-71.086727,42.3623042,POINT (-71.086727 42.3623042)
FibRx Derm,777 Concord Ave STE 105,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Pharmaceutical","FibRx Derm is offers development of decorin, an anti-scarring therapy, for Dystrophic Epidermolysis Bullosa.",01/01/2018 12:00:00 AM,https://www.fibrx-derm.com/,-71.1550554,42.3908319,POINT (-71.1550554 42.3908319)
Mediar Therapeutics,650 E Kendall St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Medical, Therapeutics",Mediar is a pre-clinical stage biotechnology company developing therapeutics for the treatment of fibrosis.,01/01/2019 12:00:00 AM,https://www.mediartx.com,-71.0811054,42.3645154,POINT (-71.0811054 42.3645154)
Axol Bioscience,245 First St,Cambridge,MA,02142,Life Sciences,"Biopharma, Biotechnology, Medical",Axol Bioscience sells live human cell cultures and provides services such as genome editing to researchers.,01/01/2013 12:00:00 AM,https://www.axolbio.com,-71.0790258,42.363518,POINT (-71.0790258 42.363518)
HubSpot,2 Canal Park,Cambridge,MA,02141,Technology,"Analytics, Copywriting, Marketing, SaaS, Social Media","HubSpot develops cloud-based, inbound marketing software that allows businesses to transform the way that they market online.",06/09/2006 12:00:00 AM,http://www.hubspot.com,-71.0763725,42.3701334,POINT (-71.0763725 42.3701334)
Apofore,245 First St #1800,Cambridge,MA,02142,Life Sciences,"Biotechnology, Diabetes, Therapeutics",Apofore is a developer of novel therapeutics for diabetes.,01/01/2011 12:00:00 AM,http://apofore.com,-71.0790784,42.3635819,POINT (-71.0790784 42.3635819)
OpenFrame,2350 Massachusetts Ave,Cambridge,MA,02140,Technology,"Electronics, Mobile Apps, Real Estate, Software, Video Editing",OpenFrame is a software application platform that helps real estate agents to create video tours and connect to their clients.,01/01/2018 12:00:00 AM,https://getopenframe.com/,-71.129101,42.3961491,POINT (-71.129101 42.3961491)
Strategic Science & Technologies,58 Charles St,Cambridge,MA,02141,Life Sciences,"Biotechnology, Developer Platform, Health Care, Pharmaceutical","Strategic Science & Technologies focuses on commercializing a novel, patented transdermal administration formula.",01/01/1994 12:00:00 AM,http://strategicscience.com,-71.0798499,42.3673277,POINT (-71.0798499 42.3673277)
Gen9,301 Binney St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Genetics, Manufacturing","Gen9 provides gene synthesis technology that enables the high-throughput, automated production of DNA constructs.",01/01/2009 12:00:00 AM,http://www.gen9bio.com,-71.0873814,42.3666656,POINT (-71.0873814 42.3666656)
Targanta Therapeutics,1030 Massachusetts Ave #210,Cambridge,MA,02138,Life Sciences,"Biopharma, Health Care, Pharmaceutical",Targanta Therapeutics is a biopharma Company,12/01/2005 12:00:00 AM,http://www.targanta.com,-71.1121878,42.3694342,POINT (-71.1121878 42.3694342)
Omega Therapeutics,140 First St Suite 501,Cambridge,MA,02141,Life Sciences,"Biotechnology, Health Care",Omega Therapeutics offers a proprietary epigenomic programming platform.,01/01/2016 12:00:00 AM,https://www.omegatherapeutics.com/,-71.0775205,42.3665757,POINT (-71.0775205 42.3665757)
Insurify,10 Canal Park 4th Floor,Cambridge,MA,02141,Technology,"Artificial Intelligence (AI), Home Services, InsurTech, Life Insurance, Price Comparison","Insurify is an insurance agency that offers auto, home, and life insurance services.",05/06/2013 12:00:00 AM,http://insurify.com,-71.0752653,42.368703,POINT (-71.0752653 42.368703)
Axoft,1 Leighton St No. 1,Cambridge,MA,02141,Life Sciences,"Electronics, Health Care, Medical, Medical Device, Neuroscience, Therapeutics",Axoft is a revolutionary seamless interface between brain and machine.,06/01/2021 12:00:00 AM,https://www.axoft.us/,-71.0731297,42.3698228,POINT (-71.0731297 42.3698228)
Equiso,1 Broadway,Cambridge,MA,02142,Technology,"Content, GPU, Hardware, Software, Video, Video Streaming",Equiso Smart TV - Make your dumb tv... smart.,01/01/2006 12:00:00 AM,https://www.equiso.com,-71.0839263,42.3628373,POINT (-71.0839263 42.3628373)
Triplet Therapeutics,301 Binney St 3rd Floor,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care",Triplet is developing transformative therapies that treat repeat expansion disorders at their source.,01/01/2019 12:00:00 AM,https://www.triplettx.com/,-71.0873814,42.3666656,POINT (-71.0873814 42.3666656)
Scalable Display Technologies,700 Massachusetts Ave 2nd Floor,Cambridge,MA,02139,Technology,"Data Visualization, Digital Entertainment, Digital Media, Gaming, Media and Entertainment, Software, Training, Virtual Reality","Designs, develops, and commercializes display technologies for immersive environments such as simulation, collaboration & Augmented Reality",01/01/2004 12:00:00 AM,http://www.scalabledisplay.com,-71.10494,42.365893,POINT (-71.10494 42.365893)
MIT Center for Biomedical Innovation,215 First St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care",CBI provides a safe and transparent environment for collaborative research among industry.,01/01/2005 12:00:00 AM,http://cbi.mit.edu,-71.0792086,42.3642931,POINT (-71.0792086 42.3642931)
PointRight,150 Cambridgepark Dr #301,Cambridge,MA,02140,Technology,"Analytics, Predictive Analytics",PointRight has been delivering leading predictive analytics solutions to thousands of organizations.,01/01/1995 12:00:00 AM,http://www.pointright.com,-71.1461793,42.3944014,POINT (-71.1461793 42.3944014)
